what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1381270497947
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1381270498420
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1381270527505
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1381270527944
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1381270528459
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1381270528880
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1381270529974
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1381270530650
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1381270537092
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1381270537103
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1381270537440
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1381270538348
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1381270540040
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1381270540283
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1381270540896
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1381270542241
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1381270542412
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1381270542799
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1381270544676
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1381270545861
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1381270563880
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1381270573885
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1381270576643
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1381270577085
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1381270585405
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1381270589077
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1381270594921
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1381270667711
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1381270675448
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1381270678292
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1381270682205
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1381270684292
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1381270735395
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1381270737968
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1381270740888
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1381270758517
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1381270762084
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1381270762298
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1381270763479
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1381270802563
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1381270805876
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1381270808981
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1381270811850
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1381270821503
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1381270825196
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1381270825230
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1381270843723
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1381270848041
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1381270848353
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1381270848506
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1381270848950
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1381270849293
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1381270862638
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1381270869088
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1381271064712
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1381271066244
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1381271067205
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1381271067727
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1381271071559
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1381271073324
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1381271074329
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1381271080712
activated,view,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit.ResultView",1381271086930
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1381271098201
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1381271101186
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1381271102113
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1381271102327
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1381271102461
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1381271104481
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1381271105457
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1381271106864
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1381271108817
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1381271109095
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1381271111130
